node_index,node_name,domain,op_type,layer,operator_category,projection_class,K,N,dtype,weight_initializer,source_weight_bytes,activation_bytes,output_bytes,reuse,external_data_file,external_data_offset,estimated_memory_address,candidate_cluster,candidate_channel,candidate_bundle,evidence_type,projection_id,modeled_int8_weight_bytes,modeled_int8_activation_bytes,modeled_int32_output_bytes,quantization_state,claim_boundary
6048,/model/layers.19/mlp/down_proj/MatMul,,MatMul,19,mlp_projection,down_proj,6912,1152,float,onnx::MatMul_10521,31850496,27648,4608,once_per_decode_token,model.onnx_data,3323473408,3323473408,2,0,1,graph-derived,139,7962624,6912,4608,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
6078,/model/layers.20/self_attn/q_proj/MatMul,,MatMul,20,attention_projection,q_proj,1152,1024,float,onnx::MatMul_10526,4718592,4608,4096,once_per_decode_token,model.onnx_data,3355333120,3355333120,0,3,0,graph-derived,140,1179648,1152,4096,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
6102,/model/layers.20/self_attn/k_proj/MatMul,,MatMul,20,attention_projection,k_proj,1152,256,float,onnx::MatMul_10533,1179648,4608,1024,once_per_decode_token,model.onnx_data,3360051712,3360051712,1,1,2,graph-derived,141,294912,1152,1024,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
6105,/model/layers.20/self_attn/v_proj/MatMul,,MatMul,20,attention_projection,v_proj,1152,256,float,onnx::MatMul_10534,1179648,4608,1024,once_per_decode_token,model.onnx_data,3361231360,3361231360,2,3,0,graph-derived,142,294912,1152,1024,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
6302,/model/layers.20/self_attn/o_proj/MatMul,,MatMul,20,attention_projection,o_proj,1024,1152,float,onnx::MatMul_10561,4718592,4096,4608,once_per_decode_token,model.onnx_data,3362413056,3362413056,3,1,2,graph-derived,143,1179648,1024,4608,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
6326,/model/layers.20/mlp/gate_proj/MatMul,,MatMul,20,mlp_projection,gate_proj,1152,6912,float,onnx::MatMul_10566,31850496,4608,27648,once_per_decode_token,model.onnx_data,3367140864,3367140864,0,3,0,graph-derived,144,7962624,1152,27648,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
6340,/model/layers.20/mlp/up_proj/MatMul,,MatMul,20,mlp_projection,up_proj,1152,6912,float,onnx::MatMul_10567,31850496,4608,27648,once_per_decode_token,model.onnx_data,3398991360,3398991360,1,2,2,graph-derived,145,7962624,1152,27648,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
6342,/model/layers.20/mlp/down_proj/MatMul,,MatMul,20,mlp_projection,down_proj,6912,1152,float,onnx::MatMul_10568,31850496,27648,4608,once_per_decode_token,model.onnx_data,3430841856,3430841856,2,1,0,graph-derived,146,7962624,6912,4608,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
6372,/model/layers.21/self_attn/q_proj/MatMul,,MatMul,21,attention_projection,q_proj,1152,1024,float,onnx::MatMul_10573,4718592,4608,4096,once_per_decode_token,model.onnx_data,3462701568,3462701568,0,1,3,graph-derived,147,1179648,1152,4096,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
6396,/model/layers.21/self_attn/k_proj/MatMul,,MatMul,21,attention_projection,k_proj,1152,256,float,onnx::MatMul_10580,1179648,4608,1024,once_per_decode_token,model.onnx_data,3467420160,3467420160,1,2,1,graph-derived,148,294912,1152,1024,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
6399,/model/layers.21/self_attn/v_proj/MatMul,,MatMul,21,attention_projection,v_proj,1152,256,float,onnx::MatMul_10581,1179648,4608,1024,once_per_decode_token,model.onnx_data,3468599808,3468599808,2,0,3,graph-derived,149,294912,1152,1024,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
6596,/model/layers.21/self_attn/o_proj/MatMul,,MatMul,21,attention_projection,o_proj,1024,1152,float,onnx::MatMul_10608,4718592,4096,4608,once_per_decode_token,model.onnx_data,3469781504,3469781504,3,3,1,graph-derived,150,1179648,1024,4608,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
6620,/model/layers.21/mlp/gate_proj/MatMul,,MatMul,21,mlp_projection,gate_proj,1152,6912,float,onnx::MatMul_10613,31850496,4608,27648,once_per_decode_token,model.onnx_data,3474509312,3474509312,0,0,3,graph-derived,151,7962624,1152,27648,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
6634,/model/layers.21/mlp/up_proj/MatMul,,MatMul,21,mlp_projection,up_proj,1152,6912,float,onnx::MatMul_10614,31850496,4608,27648,once_per_decode_token,model.onnx_data,3506359808,3506359808,1,3,1,graph-derived,152,7962624,1152,27648,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
6636,/model/layers.21/mlp/down_proj/MatMul,,MatMul,21,mlp_projection,down_proj,6912,1152,float,onnx::MatMul_10615,31850496,27648,4608,once_per_decode_token,model.onnx_data,3538210304,3538210304,2,3,3,graph-derived,153,7962624,6912,4608,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
6666,/model/layers.22/self_attn/q_proj/MatMul,,MatMul,22,attention_projection,q_proj,1152,1024,float,onnx::MatMul_10620,4718592,4608,4096,once_per_decode_token,model.onnx_data,3570070016,3570070016,0,2,2,graph-derived,154,1179648,1152,4096,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
6690,/model/layers.22/self_attn/k_proj/MatMul,,MatMul,22,attention_projection,k_proj,1152,256,float,onnx::MatMul_10627,1179648,4608,1024,once_per_decode_token,model.onnx_data,3574788608,3574788608,1,0,0,graph-derived,155,294912,1152,1024,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
6693,/model/layers.22/self_attn/v_proj/MatMul,,MatMul,22,attention_projection,v_proj,1152,256,float,onnx::MatMul_10628,1179648,4608,1024,once_per_decode_token,model.onnx_data,3575968256,3575968256,2,2,2,graph-derived,156,294912,1152,1024,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
6890,/model/layers.22/self_attn/o_proj/MatMul,,MatMul,22,attention_projection,o_proj,1024,1152,float,onnx::MatMul_10655,4718592,4096,4608,once_per_decode_token,model.onnx_data,3577149952,3577149952,3,0,0,graph-derived,157,1179648,1024,4608,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
6914,/model/layers.22/mlp/gate_proj/MatMul,,MatMul,22,mlp_projection,gate_proj,1152,6912,float,onnx::MatMul_10660,31850496,4608,27648,once_per_decode_token,model.onnx_data,3581877760,3581877760,0,1,2,graph-derived,158,7962624,1152,27648,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
6928,/model/layers.22/mlp/up_proj/MatMul,,MatMul,22,mlp_projection,up_proj,1152,6912,float,onnx::MatMul_10661,31850496,4608,27648,once_per_decode_token,model.onnx_data,3613728256,3613728256,1,1,0,graph-derived,159,7962624,1152,27648,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
6930,/model/layers.22/mlp/down_proj/MatMul,,MatMul,22,mlp_projection,down_proj,6912,1152,float,onnx::MatMul_10662,31850496,27648,4608,once_per_decode_token,model.onnx_data,3645578752,3645578752,2,0,2,graph-derived,160,7962624,6912,4608,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
6960,/model/layers.23/self_attn/q_proj/MatMul,,MatMul,23,attention_projection,q_proj,1152,1024,float,onnx::MatMul_10667,4718592,4608,4096,once_per_decode_token,model.onnx_data,3677438464,3677438464,0,0,1,graph-derived,161,1179648,1152,4096,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
6984,/model/layers.23/self_attn/k_proj/MatMul,,MatMul,23,attention_projection,k_proj,1152,256,float,onnx::MatMul_10674,1179648,4608,1024,once_per_decode_token,model.onnx_data,3682157056,3682157056,1,1,3,graph-derived,162,294912,1152,1024,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
6987,/model/layers.23/self_attn/v_proj/MatMul,,MatMul,23,attention_projection,v_proj,1152,256,float,onnx::MatMul_10675,1179648,4608,1024,once_per_decode_token,model.onnx_data,3683336704,3683336704,2,3,1,graph-derived,163,294912,1152,1024,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
7184,/model/layers.23/self_attn/o_proj/MatMul,,MatMul,23,attention_projection,o_proj,1024,1152,float,onnx::MatMul_10702,4718592,4096,4608,once_per_decode_token,model.onnx_data,3684518400,3684518400,3,1,3,graph-derived,164,1179648,1024,4608,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
7208,/model/layers.23/mlp/gate_proj/MatMul,,MatMul,23,mlp_projection,gate_proj,1152,6912,float,onnx::MatMul_10707,31850496,4608,27648,once_per_decode_token,model.onnx_data,3689246208,3689246208,0,3,1,graph-derived,165,7962624,1152,27648,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
7222,/model/layers.23/mlp/up_proj/MatMul,,MatMul,23,mlp_projection,up_proj,1152,6912,float,onnx::MatMul_10708,31850496,4608,27648,once_per_decode_token,model.onnx_data,3721096704,3721096704,1,2,3,graph-derived,166,7962624,1152,27648,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
7224,/model/layers.23/mlp/down_proj/MatMul,,MatMul,23,mlp_projection,down_proj,6912,1152,float,onnx::MatMul_10709,31850496,27648,4608,once_per_decode_token,model.onnx_data,3752947200,3752947200,2,2,1,graph-derived,167,7962624,6912,4608,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
7254,/model/layers.24/self_attn/q_proj/MatMul,,MatMul,24,attention_projection,q_proj,1152,1024,float,onnx::MatMul_10714,4718592,4608,4096,once_per_decode_token,model.onnx_data,3784806912,3784806912,0,1,0,graph-derived,168,1179648,1152,4096,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
7278,/model/layers.24/self_attn/k_proj/MatMul,,MatMul,24,attention_projection,k_proj,1152,256,float,onnx::MatMul_10721,1179648,4608,1024,once_per_decode_token,model.onnx_data,3789525504,3789525504,1,2,2,graph-derived,169,294912,1152,1024,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
7281,/model/layers.24/self_attn/v_proj/MatMul,,MatMul,24,attention_projection,v_proj,1152,256,float,onnx::MatMul_10722,1179648,4608,1024,once_per_decode_token,model.onnx_data,3790705152,3790705152,2,1,0,graph-derived,170,294912,1152,1024,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
7478,/model/layers.24/self_attn/o_proj/MatMul,,MatMul,24,attention_projection,o_proj,1024,1152,float,onnx::MatMul_10749,4718592,4096,4608,once_per_decode_token,model.onnx_data,3791886848,3791886848,3,3,2,graph-derived,171,1179648,1024,4608,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
7502,/model/layers.24/mlp/gate_proj/MatMul,,MatMul,24,mlp_projection,gate_proj,1152,6912,float,onnx::MatMul_10754,31850496,4608,27648,once_per_decode_token,model.onnx_data,3796614656,3796614656,0,0,0,graph-derived,172,7962624,1152,27648,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
7516,/model/layers.24/mlp/up_proj/MatMul,,MatMul,24,mlp_projection,up_proj,1152,6912,float,onnx::MatMul_10755,31850496,4608,27648,once_per_decode_token,model.onnx_data,3828465152,3828465152,1,0,2,graph-derived,173,7962624,1152,27648,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
7518,/model/layers.24/mlp/down_proj/MatMul,,MatMul,24,mlp_projection,down_proj,6912,1152,float,onnx::MatMul_10756,31850496,27648,4608,once_per_decode_token,model.onnx_data,3860315648,3860315648,2,3,0,graph-derived,174,7962624,6912,4608,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
7548,/model/layers.25/self_attn/q_proj/MatMul,,MatMul,25,attention_projection,q_proj,1152,1024,float,onnx::MatMul_10761,4718592,4608,4096,once_per_decode_token,model.onnx_data,3892175360,3892175360,0,2,3,graph-derived,175,1179648,1152,4096,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
7572,/model/layers.25/self_attn/k_proj/MatMul,,MatMul,25,attention_projection,k_proj,1152,256,float,onnx::MatMul_10768,1179648,4608,1024,once_per_decode_token,model.onnx_data,3896893952,3896893952,1,0,1,graph-derived,176,294912,1152,1024,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
7575,/model/layers.25/self_attn/v_proj/MatMul,,MatMul,25,attention_projection,v_proj,1152,256,float,onnx::MatMul_10769,1179648,4608,1024,once_per_decode_token,model.onnx_data,3898073600,3898073600,2,2,3,graph-derived,177,294912,1152,1024,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
7772,/model/layers.25/self_attn/o_proj/MatMul,,MatMul,25,attention_projection,o_proj,1024,1152,float,onnx::MatMul_10796,4718592,4096,4608,once_per_decode_token,model.onnx_data,3899255296,3899255296,3,0,1,graph-derived,178,1179648,1024,4608,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
7796,/model/layers.25/mlp/gate_proj/MatMul,,MatMul,25,mlp_projection,gate_proj,1152,6912,float,onnx::MatMul_10801,31850496,4608,27648,once_per_decode_token,model.onnx_data,3903983104,3903983104,0,2,3,graph-derived,179,7962624,1152,27648,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
7810,/model/layers.25/mlp/up_proj/MatMul,,MatMul,25,mlp_projection,up_proj,1152,6912,float,onnx::MatMul_10802,31850496,4608,27648,once_per_decode_token,model.onnx_data,3935833600,3935833600,1,1,1,graph-derived,180,7962624,1152,27648,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
7812,/model/layers.25/mlp/down_proj/MatMul,,MatMul,25,mlp_projection,down_proj,6912,1152,float,onnx::MatMul_10803,31850496,27648,4608,once_per_decode_token,model.onnx_data,3967684096,3967684096,2,0,3,graph-derived,181,7962624,6912,4608,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
7836,/lm_head/MatMul,,MatMul,26,lm_head,lm_head,1152,262144,float,onnx::MatMul_10808,1207959552,4608,1048576,once_per_decode_token,model.onnx_data,3999543808,3999543808,0,0,2,graph-derived,182,301989888,1152,1048576,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
