rate_mtps,section,key,result_value,resulting_ini_line,source_kind,source_identity,source_reference,source_column,source_value,source_unit,derivation
1600,system,channel_size,8192,channel_size = 8192,scientific_contract,4a57c1278e4ff074cba471dd401669e07f1e9d50c8c94f42318a61d9336a52ff,controlled DDR3L geometry/profile controls,all rates,8192,configured,4Gb x8 * 8 devices per 64-bit rank * 2 ranks / 8 = 8192 MiB
1600,system,channels,1,channels = 1,scientific_contract,4a57c1278e4ff074cba471dd401669e07f1e9d50c8c94f42318a61d9336a52ff,controlled DDR3L geometry/profile controls,all rates,1,configured,one isolated DRAMsim3 instance per RTL channel
1600,system,bus_width,64,bus_width = 64,scientific_contract,4a57c1278e4ff074cba471dd401669e07f1e9d50c8c94f42318a61d9336a52ff,controlled DDR3L geometry/profile controls,all rates,64,configured,locked 64-bit channel bus
1600,system,address_mapping,rochrababgco,address_mapping = rochrababgco,scientific_contract,4a57c1278e4ff074cba471dd401669e07f1e9d50c8c94f42318a61d9336a52ff,controlled DDR3L geometry/profile controls,all rates,rochrababgco,configured,locked DRAMsim3 mapping; RTL mapping is independently traced
1600,system,queue_structure,PER_BANK,queue_structure = PER_BANK,scientific_contract,4a57c1278e4ff074cba471dd401669e07f1e9d50c8c94f42318a61d9336a52ff,controlled DDR3L geometry/profile controls,all rates,PER_BANK,configured,locked per-bank command queues
1600,system,refresh_policy,RANK_LEVEL_STAGGERED,refresh_policy = RANK_LEVEL_STAGGERED,scientific_contract,4a57c1278e4ff074cba471dd401669e07f1e9d50c8c94f42318a61d9336a52ff,controlled DDR3L geometry/profile controls,all rates,RANK_LEVEL_STAGGERED,configured,locked rank-level staggered refresh
1600,system,row_buf_policy,OPEN_PAGE,row_buf_policy = OPEN_PAGE,scientific_contract,4a57c1278e4ff074cba471dd401669e07f1e9d50c8c94f42318a61d9336a52ff,controlled DDR3L geometry/profile controls,all rates,OPEN_PAGE,configured,locked open-page policy
1600,system,cmd_queue_size,8,cmd_queue_size = 8,scientific_contract,4a57c1278e4ff074cba471dd401669e07f1e9d50c8c94f42318a61d9336a52ff,controlled DDR3L geometry/profile controls,all rates,8,configured,locked command queue capacity
1600,system,trans_queue_size,32,trans_queue_size = 32,scientific_contract,4a57c1278e4ff074cba471dd401669e07f1e9d50c8c94f42318a61d9336a52ff,controlled DDR3L geometry/profile controls,all rates,32,configured,locked transaction queue capacity
1600,other,epoch_period,800000,epoch_period = 800000,dramsim3,29817593b3389f1337235d63cac515024ab8fd6e,pinned DRAMsim3 DDR3 configuration semantics,other,800000,configured,"floor(1,000,000 ns / tCK) for diagnostic epochs only"
1600,other,output_level,1,output_level = 1,dramsim3,29817593b3389f1337235d63cac515024ab8fd6e,pinned DRAMsim3 DDR3 configuration semantics,other,1,configured,locked summary output level
1600,derived_validation,ranks,2,channel_size = 8192,scientific_contract,4a57c1278e4ff074cba471dd401669e07f1e9d50c8c94f42318a61d9336a52ff,controlled DDR3L matched geometry,all rates,"4Gb x8, 64-bit bus, 8192 MiB channel",devices/ranks,8192 MiB / (4Gb * 8 devices / 8 bits) = 2 ranks
1600,derived_validation,tRC,39,tRAS = 28; tRP = 11,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 9 (p.33), tRC row",DDR3L-1600 non-E timing point,39,CK,validate tRC = tRAS + tRP
